InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
553930,95020A,GIFT BAG,38,2011-10-18 13:00:00,145.14,15723,France
553931,52502A,CANDLE,27,2011-10-18 13:30:00,23.98,12368,Portugal
553932,31435B,WHITE MUG,44,2011-10-18 14:00:00,138.47,15761,United Kingdom
553933,80496A,GIFT BAG,9,2011-10-18 14:30:00,30.47,14638,Australia
553934,71194B,BLUE PEN,2,2011-10-18 15:00:00,146.24,16710,France
553935,71537A,BLUE PEN,28,2011-10-18 15:30:00,3.04,16454,Belgium
553936,83193B,RED MUG,31,2011-10-18 16:00:00,91.03,15384,Netherlands
553937,83589B,GIFT BAG,23,2011-10-18 16:30:00,36.1,17966,Italy
553938,48188A,CLOCK,46,2011-10-18 17:00:00,26.74,16012,Germany
553939,54175A,GIFT BAG,27,2011-10-18 17:30:00,109.91,14267,Australia
553940,16125C,NOTEBOOK,24,2011-10-18 18:00:00,136.03,12923,France
553941,99381C,WATER BOTTLE,13,2011-10-18 18:30:00,88.8,17335,France
553942,48496B,TOY CAR,37,2011-10-18 19:00:00,34.7,13542,Belgium
553943,86248B,CLOCK,1,2011-10-18 19:30:00,118.59,12769,Portugal
553944,73367A,CANDLE,34,2011-10-18 20:00:00,9.14,17018,United Kingdom
553945,16573A,TOY CAR,8,2011-10-18 20:30:00,45.7,16847,Spain
553946,39300B,CLOCK,20,2011-10-18 21:00:00,59.65,14927,Netherlands
553947,63432A,CLOCK,47,2011-10-18 21:30:00,34.68,14440,France
553948,15640A,PHOTO FRAME,9,2011-10-18 22:00:00,122.11,12675,Italy
553949,23432A,NOTEBOOK,45,2011-10-18 22:30:00,19.21,15778,United Kingdom
553950,21897A,NOTEBOOK,10,2011-10-18 23:00:00,46.51,15304,Portugal
553951,88908C,CANDLE,12,2011-10-18 23:30:00,64.55,12873,Germany
553952,63262C,TOY CAR,49,2011-10-19 00:00:00,3.07,14522,Spain
553953,30175B,NOTEBOOK,47,2011-10-19 00:30:00,127.24,12647,United Kingdom
553954,46822C,BLUE PEN,13,2011-10-19 01:00:00,73.29,16644,France
553955,52319A,WATER BOTTLE,1,2011-10-19 01:30:00,10.43,12688,Australia
553956,99003C,GIFT BAG,19,2011-10-19 02:00:00,84.91,15320,Germany
553957,11746C,CANDLE,32,2011-10-19 02:30:00,12.04,13707,United Kingdom
553958,68777B,NOTEBOOK,32,2011-10-19 03:00:00,50.95,16029,France
553959,34891C,RED MUG,45,2011-10-19 03:30:00,23.82,14465,Germany
553960,16933C,WHITE MUG,11,2011-10-19 04:00:00,46.61,16862,Portugal
553961,71327C,NOTEBOOK,20,2011-10-19 04:30:00,132.09,14049,Netherlands
553962,38241C,GIFT BAG,36,2011-10-19 05:00:00,49.65,12669,Norway
553963,34648A,WATER BOTTLE,30,2011-10-19 05:30:00,137.7,18040,Norway
553964,85884A,PHOTO FRAME,31,2011-10-19 06:00:00,73.0,14113,Netherlands
553965,95175C,GIFT BAG,19,2011-10-19 06:30:00,73.98,17682,Australia
553966,48466A,WATER BOTTLE,3,2011-10-19 07:00:00,131.11,13475,Germany
553967,12376A,WATER BOTTLE,13,2011-10-19 07:30:00,74.26,16071,Netherlands
553968,68655B,TOY CAR,27,2011-10-19 08:00:00,94.7,12904,Belgium
553969,62126C,CLOCK,16,2011-10-19 08:30:00,107.69,15130,United Kingdom
553970,43008A,CANDLE,14,2011-10-19 09:00:00,142.0,16758,Australia
553971,22605A,CLOCK,23,2011-10-19 09:30:00,39.91,15679,Spain
553972,66775B,RED MUG,29,2011-10-19 10:00:00,57.88,13912,Norway
553973,56997B,NOTEBOOK,40,2011-10-19 10:30:00,125.45,16923,Spain
553974,79591A,GIFT BAG,32,2011-10-19 11:00:00,34.14,17434,United Kingdom
553975,43544C,WATER BOTTLE,31,2011-10-19 11:30:00,112.15,13034,Spain
553976,80663B,WHITE MUG,19,2011-10-19 12:00:00,102.25,16217,Italy
553977,22610A,PHOTO FRAME,49,2011-10-19 12:30:00,83.56,13829,United Kingdom
553978,42387C,BLUE PEN,18,2011-10-19 13:00:00,57.55,17790,Netherlands
553979,15036A,GIFT BAG,44,2011-10-19 13:30:00,130.31,13125,France
553980,74710A,BLUE PEN,11,2011-10-19 14:00:00,97.31,14708,Portugal
553981,68347B,RED MUG,26,2011-10-19 14:30:00,88.97,14313,Netherlands
553982,55790B,NOTEBOOK,18,2011-10-19 15:00:00,103.14,12860,Norway
553983,75961B,TOY CAR,16,2011-10-19 15:30:00,73.4,15604,Australia
553984,40707B,PHOTO FRAME,21,2011-10-19 16:00:00,138.3,15227,Spain
553985,10612B,GIFT BAG,6,2011-10-19 16:30:00,116.06,17564,Italy
553986,99462C,WATER BOTTLE,20,2011-10-19 17:00:00,136.63,15297,Australia
553987,35686C,PHOTO FRAME,11,2011-10-19 17:30:00,36.76,15997,Norway
553988,91284A,PHOTO FRAME,25,2011-10-19 18:00:00,39.99,15380,France
553989,88184A,WHITE MUG,36,2011-10-19 18:30:00,139.7,17946,Netherlands
553990,41325B,NOTEBOOK,2,2011-10-19 19:00:00,127.2,13806,Italy
553991,35491B,WATER BOTTLE,33,2011-10-19 19:30:00,127.2,18052,Italy
553992,17222B,WATER BOTTLE,24,2011-10-19 20:00:00,75.57,13341,Germany
553993,88749B,WHITE MUG,45,2011-10-19 20:30:00,33.71,13383,Portugal
553994,99591A,CLOCK,34,2011-10-19 21:00:00,79.57,14194,Australia
553995,69359C,GIFT BAG,23,2011-10-19 21:30:00,79.61,17508,Germany
553996,20023C,RED MUG,5,2011-10-19 22:00:00,16.77,17793,France
553997,59160A,NOTEBOOK,4,2011-10-19 22:30:00,79.93,17436,Australia
553998,34673C,CANDLE,40,2011-10-19 23:00:00,134.5,13428,Portugal
553999,26783A,WATER BOTTLE,4,2011-10-19 23:30:00,2.49,16176,Italy
554000,56287C,NOTEBOOK,42,2011-10-20 00:00:00,84.95,16823,Italy
554001,88501A,WHITE MUG,46,2011-10-20 00:30:00,30.75,12799,Portugal
554002,48745C,GIFT BAG,39,2011-10-20 01:00:00,32.09,15277,Italy
554003,25781B,CLOCK,13,2011-10-20 01:30:00,3.5,16853,Norway
554004,99173A,CLOCK,26,2011-10-20 02:00:00,52.57,17653,Australia
554005,69499C,WHITE MUG,27,2011-10-20 02:30:00,53.49,16712,France
554006,91767A,RED MUG,48,2011-10-20 03:00:00,66.82,13268,Italy
554007,48377C,BLUE PEN,50,2011-10-20 03:30:00,33.62,14196,Norway
554008,96934B,BLUE PEN,46,2011-10-20 04:00:00,95.34,16255,France
554009,20236C,CLOCK,7,2011-10-20 04:30:00,3.46,15555,Germany
554010,67225B,WHITE MUG,37,2011-10-20 05:00:00,45.28,14006,Belgium
554011,35733C,WATER BOTTLE,5,2011-10-20 05:30:00,95.56,12794,France
554012,95703A,NOTEBOOK,16,2011-10-20 06:00:00,54.58,16616,United Kingdom
554013,84745C,CLOCK,31,2011-10-20 06:30:00,106.3,15131,France
554014,13674C,CLOCK,9,2011-10-20 07:00:00,97.3,17402,France
554015,83267C,BLUE PEN,29,2011-10-20 07:30:00,137.28,15680,France
554016,46584B,WATER BOTTLE,36,2011-10-20 08:00:00,72.13,16623,Belgium
554017,65787A,WATER BOTTLE,14,2011-10-20 08:30:00,125.97,15304,Belgium
554018,89525A,RED MUG,50,2011-10-20 09:00:00,104.64,14152,Germany
554019,47875A,CANDLE,16,2011-10-20 09:30:00,114.13,16211,Portugal
554020,48347C,WATER BOTTLE,38,2011-10-20 10:00:00,130.27,16276,Germany
554021,75421A,CLOCK,9,2011-10-20 10:30:00,5.8,15017,France
554022,49950A,GIFT BAG,41,2011-10-20 11:00:00,79.82,12388,Australia
554023,76402A,NOTEBOOK,2,2011-10-20 11:30:00,52.23,17738,Australia
554024,40494B,TOY CAR,50,2011-10-20 12:00:00,11.11,16571,Netherlands
554025,55274A,CANDLE,44,2011-10-20 12:30:00,8.97,16953,Norway
554026,43838C,CLOCK,1,2011-10-20 13:00:00,121.36,14891,France
554027,86293A,CANDLE,21,2011-10-20 13:30:00,140.68,15868,Belgium
554028,39649C,WHITE MUG,17,2011-10-20 14:00:00,40.74,15399,Germany
554029,86033A,NOTEBOOK,16,2011-10-20 14:30:00,10.87,14619,Norway
554030,25413A,CANDLE,20,2011-10-20 15:00:00,141.04,15196,France
554031,10065C,RED MUG,4,2011-10-20 15:30:00,11.04,16076,Netherlands
554032,63673B,RED MUG,3,2011-10-20 16:00:00,52.89,15032,Italy
554033,47056C,PHOTO FRAME,50,2011-10-20 16:30:00,3.34,15950,Australia
554034,39179C,WHITE MUG,8,2011-10-20 17:00:00,55.38,16087,Norway
554035,38356B,TOY CAR,25,2011-10-20 17:30:00,88.8,14766,Italy
554036,19012C,WHITE MUG,46,2011-10-20 18:00:00,127.29,15582,Germany
554037,21861B,WHITE MUG,35,2011-10-20 18:30:00,123.31,12491,Belgium
554038,48488B,PHOTO FRAME,29,2011-10-20 19:00:00,130.42,16468,United Kingdom
554039,77566A,CLOCK,22,2011-10-20 19:30:00,49.5,13905,France
554040,90149B,TOY CAR,22,2011-10-20 20:00:00,107.95,14973,Portugal
554041,63477C,WHITE MUG,42,2011-10-20 20:30:00,133.28,13890,Norway
554042,37264C,BLUE PEN,48,2011-10-20 21:00:00,125.14,13991,United Kingdom
554043,26291C,CANDLE,49,2011-10-20 21:30:00,108.96,15751,Germany
554044,72170A,PHOTO FRAME,47,2011-10-20 22:00:00,21.29,13168,Portugal
554045,49456B,RED MUG,23,2011-10-20 22:30:00,143.02,12837,United Kingdom
554046,17786C,BLUE PEN,36,2011-10-20 23:00:00,140.15,15956,France
554047,11405C,TOY CAR,17,2011-10-20 23:30:00,77.45,15279,Australia
554048,27102C,GIFT BAG,13,2011-10-21 00:00:00,109.69,13291,Portugal
554049,47802B,CANDLE,8,2011-10-21 00:30:00,99.92,13751,Australia
554050,69923C,PHOTO FRAME,12,2011-10-21 01:00:00,3.34,17957,Belgium
554051,47918C,GIFT BAG,28,2011-10-21 01:30:00,24.57,14766,France
554052,73753B,BLUE PEN,18,2011-10-21 02:00:00,50.64,16398,United Kingdom
554053,51678A,CANDLE,48,2011-10-21 02:30:00,115.48,16144,France
554054,59683B,CLOCK,28,2011-10-21 03:00:00,45.66,14351,Norway
554055,58052B,PHOTO FRAME,2,2011-10-21 03:30:00,102.29,16076,Italy
554056,76842A,CANDLE,19,2011-10-21 04:00:00,26.84,14745,United Kingdom
554057,28310C,RED MUG,47,2011-10-21 04:30:00,0.56,14639,Australia
554058,23553A,WATER BOTTLE,4,2011-10-21 05:00:00,45.43,16756,Australia
554059,90209B,BLUE PEN,46,2011-10-21 05:30:00,22.01,13059,France
554060,41805B,CLOCK,9,2011-10-21 06:00:00,37.73,18165,United Kingdom
554061,27691A,CANDLE,14,2011-10-21 06:30:00,83.48,15496,Australia
554062,72060B,TOY CAR,49,2011-10-21 07:00:00,45.52,14577,Germany
554063,18735B,NOTEBOOK,4,2011-10-21 07:30:00,48.84,13880,Netherlands
554064,17900B,WHITE MUG,13,2011-10-21 08:00:00,99.89,16521,Belgium
554065,91736B,RED MUG,46,2011-10-21 08:30:00,11.09,15591,United Kingdom
554066,85905C,TOY CAR,49,2011-10-21 09:00:00,5.19,15217,Norway
554067,73293C,CLOCK,8,2011-10-21 09:30:00,136.26,14259,Spain
554068,14348C,RED MUG,13,2011-10-21 10:00:00,53.56,14935,Spain
554069,45156B,WATER BOTTLE,12,2011-10-21 10:30:00,11.63,16290,Australia
554070,68075B,RED MUG,40,2011-10-21 11:00:00,131.24,16546,Germany
554071,75163C,BLUE PEN,35,2011-10-21 11:30:00,71.2,16304,United Kingdom
554072,87820A,WHITE MUG,46,2011-10-21 12:00:00,81.96,17964,Italy
554073,62878A,CANDLE,27,2011-10-21 12:30:00,69.79,12907,Germany
554074,91645B,WATER BOTTLE,21,2011-10-21 13:00:00,125.61,13302,Germany
554075,44097B,PHOTO FRAME,11,2011-10-21 13:30:00,23.05,15203,Spain
554076,80547A,GIFT BAG,2,2011-10-21 14:00:00,100.21,12782,Australia
554077,57112B,WHITE MUG,47,2011-10-21 14:30:00,117.67,16462,Spain
554078,38369A,WATER BOTTLE,2,2011-10-21 15:00:00,13.9,16404,France
554079,13720B,GIFT BAG,36,2011-10-21 15:30:00,30.44,14024,United Kingdom
554080,95757A,GIFT BAG,45,2011-10-21 16:00:00,26.25,18117,Germany
554081,22560A,TOY CAR,38,2011-10-21 16:30:00,13.26,14743,Portugal
554082,70607C,WHITE MUG,48,2011-10-21 17:00:00,11.05,16574,Australia
554083,68708B,WATER BOTTLE,36,2011-10-21 17:30:00,107.69,14784,Norway
554084,17757A,GIFT BAG,31,2011-10-21 18:00:00,24.86,15588,Belgium
554085,42851B,CLOCK,48,2011-10-21 18:30:00,67.21,17534,Australia
554086,11891C,BLUE PEN,46,2011-10-21 19:00:00,148.64,14255,Netherlands
554087,65571B,BLUE PEN,36,2011-10-21 19:30:00,143.71,16572,Germany
554088,38485A,WHITE MUG,42,2011-10-21 20:00:00,85.98,12795,Spain
554089,28214B,NOTEBOOK,16,2011-10-21 20:30:00,26.11,14975,Portugal
554090,36114C,NOTEBOOK,8,2011-10-21 21:00:00,40.1,17004,United Kingdom
554091,32592C,WHITE MUG,49,2011-10-21 21:30:00,127.21,14144,Spain
554092,37413A,TOY CAR,17,2011-10-21 22:00:00,140.83,12990,Belgium
554093,31021B,CANDLE,6,2011-10-21 22:30:00,72.69,15489,United Kingdom
554094,29641C,WATER BOTTLE,13,2011-10-21 23:00:00,102.13,12597,Norway
554095,18053B,RED MUG,5,2011-10-21 23:30:00,77.38,15787,Portugal
554096,18717B,NOTEBOOK,23,2011-10-22 00:00:00,136.78,16066,Germany
554097,54496B,GIFT BAG,39,2011-10-22 00:30:00,50.02,13130,Australia
554098,64995B,BLUE PEN,14,2011-10-22 01:00:00,132.09,16991,Belgium
554099,49456B,CLOCK,17,2011-10-22 01:30:00,16.88,18282,Portugal
554100,78945B,CANDLE,36,2011-10-22 02:00:00,52.61,16173,Belgium
554101,55870C,WHITE MUG,50,2011-10-22 02:30:00,96.15,13311,Norway
554102,56478B,PHOTO FRAME,22,2011-10-22 03:00:00,26.35,17010,Netherlands
554103,47941B,WHITE MUG,15,2011-10-22 03:30:00,61.91,17040,Spain
554104,14728B,RED MUG,50,2011-10-22 04:00:00,103.98,13961,Belgium
554105,59775C,RED MUG,18,2011-10-22 04:30:00,103.42,12361,Portugal
554106,46981C,WATER BOTTLE,14,2011-10-22 05:00:00,13.76,14242,Australia
554107,40960A,CLOCK,47,2011-10-22 05:30:00,71.51,13655,Spain
554108,76231A,CANDLE,36,2011-10-22 06:00:00,34.54,13222,Norway
554109,63579B,CANDLE,17,2011-10-22 06:30:00,26.61,13589,Norway
554110,47218C,NOTEBOOK,40,2011-10-22 07:00:00,14.48,13076,United Kingdom
554111,96635A,TOY CAR,20,2011-10-22 07:30:00,128.89,12895,Germany
554112,62382B,BLUE PEN,16,2011-10-22 08:00:00,117.96,15865,France
554113,81482B,WATER BOTTLE,7,2011-10-22 08:30:00,35.71,15744,United Kingdom
554114,73663C,GIFT BAG,40,2011-10-22 09:00:00,93.61,16958,Australia
554115,82249B,CLOCK,11,2011-10-22 09:30:00,126.25,17734,Germany
554116,35945B,GIFT BAG,12,2011-10-22 10:00:00,61.23,13049,France
554117,87951C,BLUE PEN,49,2011-10-22 10:30:00,46.89,15796,Portugal
554118,28574A,RED MUG,36,2011-10-22 11:00:00,142.17,18068,Netherlands
554119,14347B,GIFT BAG,43,2011-10-22 11:30:00,116.98,12588,Norway
554120,57213B,PHOTO FRAME,39,2011-10-22 12:00:00,62.23,14675,United Kingdom
554121,25574B,CLOCK,16,2011-10-22 12:30:00,25.9,14925,France
554122,50006C,CLOCK,27,2011-10-22 13:00:00,52.31,12714,France
554123,96326B,WHITE MUG,17,2011-10-22 13:30:00,120.56,15266,Australia
554124,20164A,NOTEBOOK,44,2011-10-22 14:00:00,97.33,17898,United Kingdom
554125,27959A,BLUE PEN,26,2011-10-22 14:30:00,107.12,16243,France
554126,67990C,PHOTO FRAME,40,2011-10-22 15:00:00,33.33,13020,France
554127,77214C,WATER BOTTLE,15,2011-10-22 15:30:00,117.49,14958,Norway
554128,45022A,RED MUG,24,2011-10-22 16:00:00,37.53,18073,Belgium
554129,14602C,WATER BOTTLE,45,2011-10-22 16:30:00,91.95,16581,Norway
554130,27358C,WATER BOTTLE,48,2011-10-22 17:00:00,10.43,17539,Italy
554131,12884A,RED MUG,49,2011-10-22 17:30:00,137.03,18079,Italy
554132,85209A,CANDLE,40,2011-10-22 18:00:00,124.0,14239,Netherlands
554133,73913C,TOY CAR,13,2011-10-22 18:30:00,88.37,15126,France
554134,17863C,NOTEBOOK,40,2011-10-22 19:00:00,141.17,15691,Italy
554135,83832C,CLOCK,34,2011-10-22 19:30:00,17.55,18258,Italy
554136,72376C,BLUE PEN,9,2011-10-22 20:00:00,102.86,14080,Australia
554137,67224C,WATER BOTTLE,29,2011-10-22 20:30:00,126.98,17034,Australia
554138,17655B,NOTEBOOK,50,2011-10-22 21:00:00,45.54,13121,Netherlands
554139,36156C,CLOCK,42,2011-10-22 21:30:00,45.28,15308,Spain
554140,65615B,RED MUG,10,2011-10-22 22:00:00,61.24,12978,Spain
554141,67790A,CANDLE,14,2011-10-22 22:30:00,8.47,14046,Germany
554142,94834B,BLUE PEN,6,2011-10-22 23:00:00,143.66,12503,United Kingdom
554143,67383A,CANDLE,6,2011-10-22 23:30:00,37.4,17149,Germany
554144,96772B,BLUE PEN,4,2011-10-23 00:00:00,9.57,15681,Portugal
554145,28786C,BLUE PEN,7,2011-10-23 00:30:00,74.12,17117,Germany
554146,41810C,TOY CAR,8,2011-10-23 01:00:00,126.26,15274,Italy
554147,38021A,GIFT BAG,15,2011-10-23 01:30:00,25.19,16440,Spain
554148,41287A,WATER BOTTLE,40,2011-10-23 02:00:00,139.84,13262,Portugal
554149,56296B,CANDLE,1,2011-10-23 02:30:00,118.91,14643,Belgium
554150,81014A,CLOCK,11,2011-10-23 03:00:00,85.88,13566,Netherlands
554151,92186A,BLUE PEN,32,2011-10-23 03:30:00,36.17,14099,Portugal
554152,24825C,CLOCK,35,2011-10-23 04:00:00,148.67,15643,Portugal
554153,91657B,PHOTO FRAME,27,2011-10-23 04:30:00,61.9,13450,Spain
554154,81561C,CLOCK,26,2011-10-23 05:00:00,78.01,15414,Portugal
554155,91555A,TOY CAR,3,2011-10-23 05:30:00,24.44,14738,Netherlands
554156,18893C,CANDLE,25,2011-10-23 06:00:00,66.64,17983,Australia
554157,66620B,BLUE PEN,12,2011-10-23 06:30:00,58.63,14088,Italy
554158,33510C,WATER BOTTLE,46,2011-10-23 07:00:00,140.67,18240,Italy
554159,40171C,NOTEBOOK,23,2011-10-23 07:30:00,124.32,14100,Spain
554160,41290A,NOTEBOOK,2,2011-10-23 08:00:00,111.01,13679,United Kingdom
554161,34164C,CLOCK,1,2011-10-23 08:30:00,11.69,12563,Belgium
554162,44271C,CLOCK,27,2011-10-23 09:00:00,44.15,13352,Netherlands
554163,45894A,CLOCK,29,2011-10-23 09:30:00,80.09,12551,Italy
554164,51807B,BLUE PEN,17,2011-10-23 10:00:00,46.27,16884,Germany
554165,77640B,WHITE MUG,1,2011-10-23 10:30:00,8.29,16934,Australia
554166,50556B,GIFT BAG,29,2011-10-23 11:00:00,73.83,12734,Portugal
554167,89159B,WHITE MUG,25,2011-10-23 11:30:00,46.85,15625,Germany
554168,70722B,BLUE PEN,16,2011-10-23 12:00:00,92.41,15102,Spain
554169,57395A,WHITE MUG,33,2011-10-23 12:30:00,52.68,13507,France
554170,26520B,CANDLE,10,2011-10-23 13:00:00,104.14,16552,United Kingdom
554171,34690B,WATER BOTTLE,8,2011-10-23 13:30:00,48.97,17158,Australia
554172,29192C,CLOCK,26,2011-10-23 14:00:00,29.55,15328,Australia
554173,85518C,BLUE PEN,22,2011-10-23 14:30:00,44.47,13203,Portugal
554174,33909C,CANDLE,7,2011-10-23 15:00:00,80.13,15521,Belgium
554175,19206B,GIFT BAG,21,2011-10-23 15:30:00,14.35,13132,Belgium
554176,77232C,GIFT BAG,36,2011-10-23 16:00:00,30.51,18004,Italy
554177,95627B,RED MUG,35,2011-10-23 16:30:00,63.44,17119,Spain
554178,11619A,WATER BOTTLE,50,2011-10-23 17:00:00,86.05,15425,Germany
554179,82180C,WATER BOTTLE,14,2011-10-23 17:30:00,119.47,13447,Netherlands
554180,65742A,BLUE PEN,7,2011-10-23 18:00:00,54.27,12909,Germany
554181,10154A,TOY CAR,32,2011-10-23 18:30:00,11.51,17625,Portugal
554182,50562B,CLOCK,24,2011-10-23 19:00:00,96.61,12403,Germany
554183,62954B,CANDLE,6,2011-10-23 19:30:00,8.35,14564,Netherlands
554184,62407A,NOTEBOOK,27,2011-10-23 20:00:00,57.46,13286,Belgium
554185,69299B,TOY CAR,28,2011-10-23 20:30:00,103.29,12639,Portugal
554186,45120C,WATER BOTTLE,33,2011-10-23 21:00:00,65.77,15113,United Kingdom
554187,28317B,CANDLE,31,2011-10-23 21:30:00,126.9,17253,Portugal
554188,70669C,PHOTO FRAME,26,2011-10-23 22:00:00,115.12,16191,Australia
554189,19843B,CANDLE,14,2011-10-23 22:30:00,22.17,14168,Belgium
554190,79178A,RED MUG,17,2011-10-23 23:00:00,116.24,15154,Netherlands
554191,11754A,NOTEBOOK,30,2011-10-23 23:30:00,47.54,13679,Portugal
554192,50873B,BLUE PEN,13,2011-10-24 00:00:00,138.28,16482,Belgium
554193,57617B,WATER BOTTLE,33,2011-10-24 00:30:00,148.93,15627,Portugal
554194,56774A,WHITE MUG,36,2011-10-24 01:00:00,128.0,17661,Norway
554195,33372C,RED MUG,20,2011-10-24 01:30:00,53.45,13407,United Kingdom
554196,64713B,RED MUG,24,2011-10-24 02:00:00,69.64,15724,France
554197,52408B,WATER BOTTLE,22,2011-10-24 02:30:00,100.57,18049,Spain
554198,61979C,PHOTO FRAME,19,2011-10-24 03:00:00,116.54,12951,Italy
554199,71852A,NOTEBOOK,26,2011-10-24 03:30:00,23.47,16742,Italy
554200,69103B,WHITE MUG,18,2011-10-24 04:00:00,43.85,13607,Belgium
554201,53677A,CANDLE,49,2011-10-24 04:30:00,135.58,13398,Portugal
554202,28745C,CANDLE,39,2011-10-24 05:00:00,8.77,13442,United Kingdom
554203,57240B,WHITE MUG,3,2011-10-24 05:30:00,50.32,16511,Netherlands
554204,79398C,NOTEBOOK,15,2011-10-24 06:00:00,10.38,12948,Italy
554205,59698B,CANDLE,34,2011-10-24 06:30:00,36.83,14570,United Kingdom
554206,75537A,WATER BOTTLE,3,2011-10-24 07:00:00,39.94,17132,Norway
554207,58203B,WATER BOTTLE,43,2011-10-24 07:30:00,71.03,17549,Spain
554208,27840C,GIFT BAG,35,2011-10-24 08:00:00,145.73,14674,France
554209,20138B,CLOCK,30,2011-10-24 08:30:00,106.17,18007,France
554210,17910B,PHOTO FRAME,26,2011-10-24 09:00:00,29.37,13005,Norway
554211,63150C,GIFT BAG,31,2011-10-24 09:30:00,28.81,15282,France
554212,22993B,CLOCK,15,2011-10-24 10:00:00,134.47,13758,Germany
554213,67013A,BLUE PEN,46,2011-10-24 10:30:00,1.39,16053,United Kingdom
554214,54488C,RED MUG,7,2011-10-24 11:00:00,127.64,16727,Italy
554215,10785A,WATER BOTTLE,27,2011-10-24 11:30:00,97.69,16634,Belgium
554216,34497C,WATER BOTTLE,5,2011-10-24 12:00:00,42.82,14149,Spain
554217,85624C,WATER BOTTLE,39,2011-10-24 12:30:00,50.17,14478,France
554218,78656B,GIFT BAG,13,2011-10-24 13:00:00,111.05,12861,Portugal
554219,78933C,WATER BOTTLE,38,2011-10-24 13:30:00,91.32,13449,Portugal
554220,46969A,WATER BOTTLE,1,2011-10-24 14:00:00,113.78,16666,Italy
554221,37609A,NOTEBOOK,20,2011-10-24 14:30:00,146.16,14512,Germany
554222,53752B,GIFT BAG,45,2011-10-24 15:00:00,89.66,17892,Netherlands
554223,72677B,CANDLE,11,2011-10-24 15:30:00,52.56,13530,Australia
554224,81812B,TOY CAR,25,2011-10-24 16:00:00,53.13,12892,Belgium
554225,33197A,WHITE MUG,12,2011-10-24 16:30:00,140.84,14553,Netherlands
554226,36475A,BLUE PEN,26,2011-10-24 17:00:00,47.86,17149,France
554227,22436C,CLOCK,9,2011-10-24 17:30:00,101.68,14895,Italy
554228,55994B,RED MUG,50,2011-10-24 18:00:00,65.2,12491,Norway
554229,60156B,NOTEBOOK,19,2011-10-24 18:30:00,105.65,17888,Belgium
554230,21857C,WHITE MUG,28,2011-10-24 19:00:00,42.55,18269,Spain
554231,63751B,PHOTO FRAME,40,2011-10-24 19:30:00,10.47,14486,United Kingdom
554232,42643B,CANDLE,23,2011-10-24 20:00:00,51.58,15262,Spain
554233,73703C,BLUE PEN,47,2011-10-24 20:30:00,114.97,15834,Netherlands
554234,35687B,RED MUG,26,2011-10-24 21:00:00,92.22,17217,Netherlands
554235,56357B,RED MUG,39,2011-10-24 21:30:00,116.32,16226,Netherlands
554236,10476C,PHOTO FRAME,47,2011-10-24 22:00:00,147.07,12496,France
554237,26144B,NOTEBOOK,46,2011-10-24 22:30:00,6.93,15345,Portugal
554238,44831A,NOTEBOOK,48,2011-10-24 23:00:00,75.01,15903,Spain
554239,88475A,NOTEBOOK,12,2011-10-24 23:30:00,76.78,15402,United Kingdom
554240,26757A,WATER BOTTLE,18,2011-10-25 00:00:00,100.7,18045,France
554241,77028C,BLUE PEN,43,2011-10-25 00:30:00,127.35,16353,Spain
554242,48783B,PHOTO FRAME,43,2011-10-25 01:00:00,128.84,17830,Belgium
554243,40812A,WATER BOTTLE,9,2011-10-25 01:30:00,14.07,13900,United Kingdom
554244,55270A,CANDLE,40,2011-10-25 02:00:00,105.5,14464,Australia
554245,47157A,WHITE MUG,32,2011-10-25 02:30:00,97.13,13930,Portugal
554246,28722A,PHOTO FRAME,5,2011-10-25 03:00:00,100.18,13010,Spain
554247,86468C,BLUE PEN,28,2011-10-25 03:30:00,100.34,17219,Spain
554248,35420A,CANDLE,1,2011-10-25 04:00:00,59.02,15297,Italy
554249,83354A,CLOCK,12,2011-10-25 04:30:00,141.14,16079,Spain
554250,74087C,WHITE MUG,45,2011-10-25 05:00:00,101.98,13670,Germany
554251,31643B,BLUE PEN,15,2011-10-25 05:30:00,49.72,15633,United Kingdom
554252,20217C,WHITE MUG,10,2011-10-25 06:00:00,51.68,13448,Italy
554253,17361A,BLUE PEN,31,2011-10-25 06:30:00,80.44,17533,Belgium
554254,88599A,NOTEBOOK,23,2011-10-25 07:00:00,102.63,13692,Italy
554255,53099C,GIFT BAG,33,2011-10-25 07:30:00,90.09,12584,Australia
554256,61521A,CANDLE,38,2011-10-25 08:00:00,135.77,13887,Netherlands
554257,90195B,PHOTO FRAME,39,2011-10-25 08:30:00,73.16,16261,Australia
554258,56564C,PHOTO FRAME,9,2011-10-25 09:00:00,12.06,16074,Belgium
554259,61182B,WATER BOTTLE,22,2011-10-25 09:30:00,140.94,17168,Germany
554260,54568A,PHOTO FRAME,10,2011-10-25 10:00:00,34.84,12762,Spain
554261,65607B,PHOTO FRAME,8,2011-10-25 10:30:00,98.11,17927,Portugal
554262,35828A,WHITE MUG,6,2011-10-25 11:00:00,77.05,16950,United Kingdom
554263,84622B,GIFT BAG,49,2011-10-25 11:30:00,133.44,14375,Germany
554264,21957A,RED MUG,31,2011-10-25 12:00:00,45.21,13401,Germany
554265,45121B,NOTEBOOK,33,2011-10-25 12:30:00,63.59,17436,Belgium
554266,15750B,PHOTO FRAME,28,2011-10-25 13:00:00,133.86,16848,Belgium
